,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,avggift
2733,CA,M,1148.0,240.0,311.0,321.0,423.0,13.0
2734,OR,F,1506.0,517.0,573.0,632.0,711.0,
2735,CO,F,487.0,117.0,152.0,161.0,197.0,
2736,NC,,1618.0,508.0,580.0,,635.0,11.54545455
2737,IL,M,1210.0,,519.0,511.0,553.0,12.22222222
2738,WI,M,487.0,,322.0,328.0,360.0,17.5
2739,MI,M,229.0,214.0,260.0,246.0,285.0,15.91666667
2740,FL,M,885.0,345.0,565.0,473.0,595.0,
2741,IA,F,298.0,234.0,250.0,269.0,279.0,
2742,IL,F,1045.0,288.0,347.0,337.0,399.0,24.75
2743,TN,F,484.0,232.0,324.0,265.0,318.0,9.5
2744,MI,M,501.0,397.0,,424.0,434.0,27.625
2745,,,613.0,246.0,290.0,296.0,335.0,20.0
2746,CA,F,625.0,172.0,190.0,226.0,,13.0
2747,CA,F,688.0,175.0,187.0,258.0,292.0,
2748,CA,F,2908.0,606.0,644.0,677.0,717.0,16.25
2749,FL,M,1007.0,433.0,498.0,543.0,608.0,17.5
2750,SC,F,750.0,170.0,171.0,223.0,213.0,21.33333333
2751,IL,,1088.0,241.0,288.0,308.0,343.0,20.0
2752,IL,,364.0,305.0,333.0,329.0,383.0,15.55555556
2753,TX,M,304.0,249.0,260.0,281.0,297.0,5.8
2754,CA,M,1202.0,256.0,281.0,308.0,325.0,8.611111111
2755,IL,F,827.0,369.0,415.0,386.0,430.0,4.473684211
2756,CA,F,1585.0,331.0,,373.0,405.0,20.0
2757,TN,M,457.0,203.0,270.0,256.0,316.0,13.57142857
2758,,,2279.0,429.0,463.0,,,
2759,MI,F,587.0,305.0,325.0,316.0,345.0,8.214285714
2760,KS,F,424.0,192.0,244.0,236.0,298.0,4.0
2761,,F,397.0,271.0,293.0,270.0,292.0,6.857142857
2762,FL,F,739.0,340.0,347.0,339.0,348.0,
2763,CA,,1135.0,265.0,299.0,,324.0,9.923076923
2764,TN,M,688.0,311.0,364.0,335.0,377.0,10.66666667
2765,CA,F,1442.0,293.0,321.0,333.0,368.0,18.25
2766,CA,M,1426.0,435.0,534.0,509.0,577.0,20.14285714
2767,CA,M,2667.0,481.0,577.0,579.0,671.0,7.666666667
2768,KY,M,1453.0,,,590.0,658.0,15.0
2769,NC,F,650.0,278.0,372.0,339.0,445.0,15.47727273
2770,CA,M,833.0,,299.0,378.0,403.0,11.85714286
2771,WI,F,571.0,217.0,259.0,280.0,,8.9375
2772,IL,M,413.0,166.0,239.0,259.0,323.0,4.848484849
2773,NC,F,439.0,,189.0,,212.0,5.666666667
2774,MI,M,914.0,421.0,530.0,467.0,543.0,16.5
2775,CA,F,1656.0,298.0,350.0,356.0,388.0,15.35
2776,AR,,493.0,188.0,202.0,223.0,259.0,
2777,WA,M,1118.0,354.0,453.0,,466.0,22.0
2778,AL,,765.0,408.0,430.0,441.0,472.0,
2779,KS,F,636.0,311.0,412.0,332.0,495.0,16.66666667
2780,AR,F,424.0,252.0,303.0,299.0,354.0,11.66666667
2781,MO,M,696.0,387.0,406.0,421.0,430.0,13.8
2782,CA,M,2581.0,,641.0,,,14.44444444
2783,FL,M,1093.0,366.0,413.0,434.0,478.0,9.0
2784,TX,F,727.0,427.0,421.0,431.0,437.0,13.75
2785,MI,F,616.0,342.0,373.0,375.0,403.0,4.416666667
2786,WA,M,635.0,236.0,243.0,298.0,307.0,15.0
2787,IL,F,765.0,352.0,,435.0,456.0,5.9375
2788,TX,M,369.0,253.0,269.0,266.0,291.0,25.0
2789,FL,F,586.0,323.0,,334.0,335.0,8.818181818
2790,NC,M,397.0,183.0,210.0,230.0,255.0,9.0
2791,GA,M,804.0,366.0,408.0,400.0,441.0,15.0
2792,,F,518.0,184.0,213.0,228.0,264.0,10.0
2793,,M,494.0,259.0,306.0,296.0,333.0,4.102564103
2794,AZ,F,1773.0,226.0,354.0,342.0,425.0,11.0
2795,AZ,F,699.0,250.0,290.0,,299.0,7.583333333
2796,SC,M,880.0,412.0,433.0,469.0,,7.555555556
2797,IL,M,960.0,,411.0,398.0,459.0,20.0
2798,TX,M,697.0,435.0,488.0,457.0,497.0,15.33333333
2799,TX,,548.0,238.0,,,271.0,7.941176471
2800,GA,F,794.0,323.0,396.0,461.0,507.0,10.81818182
2801,OR,M,716.0,371.0,,419.0,421.0,10.36363636
2802,TX,,595.0,400.0,429.0,387.0,426.0,5.576923077
2803,,,943.0,497.0,509.0,523.0,533.0,17.09090909
2804,NC,M,1133.0,430.0,601.0,533.0,621.0,12.21428571
2805,FL,F,595.0,248.0,,288.0,313.0,
2806,AZ,M,705.0,286.0,293.0,284.0,298.0,
2807,,F,1844.0,676.0,713.0,726.0,786.0,7.75
2808,IN,F,334.0,227.0,265.0,269.0,,13.57142857
2809,TX,F,515.0,271.0,361.0,315.0,362.0,10.6875
2810,OK,,318.0,148.0,197.0,200.0,236.0,15.0
2811,,M,825.0,266.0,263.0,405.0,,4.764705882
2812,,F,1530.0,,545.0,535.0,619.0,10.85714286
2813,,M,922.0,292.0,304.0,319.0,335.0,4.278688525
2814,CA,F,1999.0,,,215.0,220.0,13.85714286
2815,OK,M,530.0,224.0,,316.0,360.0,
2816,MO,F,576.0,243.0,312.0,301.0,354.0,
2817,NC,,770.0,,409.0,354.0,436.0,12.42857143
2818,NE,F,827.0,535.0,542.0,598.0,597.0,19.6
2819,CA,F,1989.0,526.0,607.0,540.0,572.0,
2820,NC,M,572.0,212.0,227.0,,282.0,17.6
2821,IN,F,1152.0,521.0,546.0,,,5.090909091
2822,CA,M,1605.0,416.0,420.0,442.0,443.0,15.0
2823,CA,F,2598.0,518.0,,,,9.0
2824,NM,,1017.0,322.0,521.0,407.0,590.0,
2825,CA,,967.0,,391.0,392.0,426.0,8.416666667
2826,IA,F,310.0,,288.0,244.0,316.0,4.608695652
2827,SC,F,454.0,238.0,261.0,290.0,304.0,13.81818182
2828,MS,F,350.0,173.0,220.0,241.0,280.0,3.52631579
2829,MI,M,587.0,304.0,,362.0,400.0,26.5
2830,CA,,1738.0,355.0,375.0,387.0,395.0,17.1
2831,CA,F,1283.0,223.0,292.0,295.0,359.0,11.53333333
2832,,F,886.0,293.0,351.0,366.0,,17.33333333
2833,MI,F,927.0,323.0,359.0,333.0,371.0,7.666666667
2834,MO,,649.0,317.0,399.0,350.0,,7.941176471
2835,WA,M,429.0,192.0,215.0,224.0,259.0,6.866666667
2836,CA,M,1869.0,,560.0,577.0,600.0,
2837,OR,M,709.0,,442.0,440.0,,12.4
2838,MI,F,951.0,601.0,611.0,639.0,648.0,3.333333333
2839,WI,F,856.0,458.0,478.0,497.0,536.0,8.357142857
2840,GA,M,664.0,,363.0,389.0,414.0,9.6
2841,NC,M,651.0,201.0,367.0,336.0,472.0,20.0
2842,TX,F,328.0,268.0,308.0,300.0,317.0,15.0
2843,NE,M,337.0,296.0,344.0,350.0,415.0,5.547619048
2844,CO,F,475.0,82.0,,150.0,125.0,9.533333333
2845,KY,F,295.0,182.0,219.0,242.0,285.0,9.454545455
2846,CA,F,2302.0,313.0,390.0,411.0,521.0,
2847,,F,1452.0,286.0,279.0,346.0,363.0,12.61538462
2848,IL,F,1159.0,505.0,511.0,529.0,541.0,12.45454546
2849,IN,,748.0,,495.0,515.0,571.0,3.222222222
2850,CA,F,1478.0,339.0,383.0,334.0,354.0,
2851,CA,F,1272.0,405.0,410.0,421.0,433.0,6.923076923
2852,MI,M,331.0,182.0,206.0,219.0,235.0,13.0
2853,TX,M,839.0,,419.0,445.0,,7.548387097
2854,CA,F,608.0,165.0,173.0,219.0,254.0,9.375
2855,WA,F,727.0,345.0,395.0,401.0,449.0,8.785714286
2856,WA,F,1364.0,411.0,,483.0,564.0,20.875
2857,WI,F,731.0,359.0,402.0,410.0,,8.833333333
2858,,,1105.0,351.0,461.0,,468.0,4.576923077
2859,FL,,1010.0,,519.0,560.0,,7.16
2860,,,709.0,349.0,,420.0,512.0,8.75
2861,TX,M,214.0,151.0,176.0,203.0,240.0,17.0
2862,WI,F,491.0,255.0,331.0,314.0,349.0,7.5
2863,CO,F,726.0,303.0,321.0,362.0,400.0,7.363636364
2864,NC,F,863.0,238.0,311.0,319.0,404.0,
2865,AL,F,828.0,478.0,506.0,487.0,540.0,
2866,CA,M,2291.0,353.0,,402.0,440.0,8.875
2867,OK,M,1385.0,249.0,409.0,419.0,554.0,5.321428571
2868,NV,F,775.0,218.0,266.0,272.0,,12.66666667
2869,CA,,2098.0,564.0,752.0,611.0,730.0,9.75
2870,NC,F,476.0,193.0,244.0,243.0,282.0,16.16666667
2871,MI,M,568.0,,406.0,429.0,459.0,
2872,AZ,F,650.0,174.0,203.0,216.0,251.0,15.0
2873,WI,F,409.0,,268.0,,317.0,5.602941177
2874,TX,F,873.0,422.0,486.0,459.0,499.0,14.66666667
2875,KY,F,397.0,170.0,209.0,,290.0,
2876,TX,F,384.0,161.0,166.0,187.0,206.0,12.2
2877,SC,,389.0,206.0,289.0,,319.0,8.666666667
2878,AZ,F,1887.0,591.0,801.0,672.0,829.0,15.0
2879,WA,M,439.0,143.0,187.0,189.0,230.0,
2880,MS,F,407.0,182.0,231.0,236.0,282.0,5.8
2881,FL,,1098.0,374.0,386.0,427.0,432.0,22.78571429
2882,IN,M,709.0,403.0,459.0,,549.0,29.0
2883,CA,F,546.0,191.0,208.0,219.0,234.0,
2884,FL,F,1073.0,377.0,407.0,411.0,456.0,11.66666667
2885,OK,F,303.0,177.0,204.0,225.0,245.0,3.75
2886,CA,F,690.0,315.0,353.0,,367.0,11.52631579
2887,MO,M,589.0,353.0,388.0,398.0,433.0,8.777777778
2888,NC,F,610.0,376.0,427.0,,392.0,8.0
2889,,,332.0,170.0,222.0,233.0,269.0,15.0
2890,MI,,355.0,293.0,312.0,312.0,320.0,15.0
2891,IL,M,549.0,292.0,327.0,313.0,352.0,16.42857143
2892,WI,,483.0,241.0,281.0,,330.0,7.5
2893,TX,M,1438.0,,570.0,534.0,622.0,12.57142857
2894,IL,F,1191.0,357.0,362.0,455.0,466.0,25.0
2895,LA,F,801.0,,441.0,469.0,498.0,9.789473684
2896,IN,,333.0,224.0,273.0,281.0,322.0,11.66666667
2897,NC,F,1521.0,,419.0,464.0,508.0,6.875
2898,FL,,948.0,330.0,365.0,368.0,411.0,9.4
2899,CO,F,698.0,377.0,395.0,382.0,407.0,
2900,WA,F,735.0,192.0,235.0,256.0,300.0,13.28571429
2901,LA,F,565.0,284.0,297.0,304.0,309.0,
2902,KY,,448.0,139.0,303.0,197.0,330.0,5.142857143
2903,AZ,,1137.0,451.0,,503.0,564.0,20.0
2904,IL,M,1326.0,550.0,503.0,675.0,,41.83333333
2905,IL,F,423.0,213.0,280.0,276.0,330.0,
2906,CA,F,1431.0,243.0,289.0,289.0,331.0,
2907,,F,2481.0,226.0,248.0,270.0,283.0,9.166666667
2908,AL,M,682.0,451.0,462.0,443.0,,12.7
2909,CO,F,663.0,375.0,406.0,399.0,425.0,12.7
2910,CA,F,1909.0,417.0,,468.0,550.0,12.5
2911,AZ,M,727.0,350.0,381.0,399.0,426.0,11.2
2912,,F,729.0,,343.0,400.0,,4.894736842
2913,IA,M,424.0,294.0,332.0,310.0,,
2914,TX,M,693.0,,325.0,352.0,,24.44444444
2915,FL,F,737.0,273.0,363.0,338.0,383.0,7.038461539
2916,IN,F,331.0,322.0,370.0,320.0,368.0,14.0
2917,NC,M,355.0,219.0,283.0,250.0,285.0,
2918,FL,M,466.0,271.0,292.0,291.0,325.0,5.0
2919,MO,F,835.0,401.0,,487.0,537.0,3.375
2920,FL,F,1258.0,599.0,,649.0,692.0,
2921,FL,M,482.0,119.0,226.0,234.0,294.0,12.53846154
2922,KS,M,404.0,277.0,279.0,,339.0,7.307692308
2923,NC,F,1024.0,303.0,344.0,,404.0,6.394736842
2924,CO,F,989.0,472.0,477.0,,507.0,12.08333333
2925,WI,F,691.0,249.0,406.0,311.0,,5.0
2926,MN,,906.0,476.0,,563.0,668.0,30.28571429
2927,CO,F,831.0,408.0,415.0,,445.0,25.0
2928,IA,M,740.0,555.0,585.0,,669.0,14.22222222
2929,OK,M,566.0,216.0,277.0,279.0,,11.33333333
2930,CA,F,1872.0,382.0,445.0,,,3.857142857
2931,SC,F,381.0,219.0,267.0,257.0,282.0,9.0625
2932,FL,F,914.0,,363.0,371.0,409.0,10.33333333
2933,CA,F,2773.0,357.0,385.0,431.0,455.0,17.91666667
2934,CA,,1400.0,246.0,304.0,281.0,,10.0
2935,CA,F,1546.0,320.0,388.0,379.0,421.0,7.0
2936,CA,,1353.0,218.0,349.0,290.0,371.0,7.05
2937,AZ,M,1117.0,475.0,501.0,527.0,551.0,7.5
2938,AL,M,549.0,401.0,459.0,435.0,475.0,6.75
2939,TX,M,391.0,243.0,,255.0,302.0,16.0
2940,MI,M,780.0,395.0,434.0,494.0,548.0,10.0
2941,CA,F,680.0,235.0,,282.0,287.0,13.0
2942,IL,F,852.0,377.0,401.0,383.0,417.0,4.076923077
2943,TX,,992.0,551.0,,573.0,602.0,6.545454545
2944,CA,M,2051.0,503.0,,547.0,568.0,7.666666667
2945,TN,,325.0,148.0,181.0,171.0,209.0,
2946,TN,,672.0,179.0,356.0,260.0,,11.5
2947,IL,M,1977.0,676.0,693.0,751.0,768.0,10.0
2948,FL,M,1437.0,385.0,444.0,480.0,551.0,
2949,,F,563.0,,430.0,366.0,414.0,4.941176471
2950,AZ,,1099.0,351.0,513.0,421.0,564.0,9.375
2951,AZ,F,707.0,211.0,312.0,258.0,323.0,6.75
2952,FL,F,842.0,377.0,375.0,446.0,461.0,7.5
2953,KY,F,354.0,250.0,256.0,277.0,289.0,7.7
2954,WI,F,720.0,,432.0,406.0,446.0,
2955,AR,M,419.0,235.0,277.0,284.0,317.0,
2956,CA,M,1538.0,303.0,343.0,355.0,389.0,6.2
2957,CA,F,1281.0,,386.0,372.0,403.0,8.333333333
2958,,F,680.0,339.0,387.0,352.0,382.0,
2959,IL,F,1000.0,271.0,458.0,377.0,479.0,17.33333333
2960,MI,M,279.0,119.0,165.0,170.0,207.0,12.0
2961,CA,M,2074.0,495.0,515.0,560.0,586.0,
2962,IA,,478.0,313.0,397.0,331.0,388.0,11.7
2963,NV,F,948.0,325.0,353.0,367.0,398.0,11.5
2964,LA,M,1730.0,794.0,843.0,833.0,899.0,13.75
2965,WI,,1375.0,79.0,171.0,125.0,221.0,7.0
2966,TX,F,398.0,216.0,258.0,275.0,308.0,15.0
2967,KY,M,633.0,309.0,326.0,,,12.33333333
2968,,F,2380.0,274.0,348.0,315.0,417.0,
2969,FL,,914.0,321.0,,371.0,409.0,11.0
2970,WA,F,705.0,250.0,304.0,308.0,330.0,10.54054054
2971,NC,F,2018.0,709.0,,752.0,797.0,4.722222222
2972,MI,M,1072.0,545.0,597.0,600.0,602.0,15.53846154
2973,FL,,967.0,434.0,463.0,478.0,501.0,
2974,CA,F,2631.0,689.0,753.0,,,
2975,NC,M,1610.0,413.0,644.0,551.0,721.0,12.5
2976,CA,F,1613.0,350.0,352.0,,408.0,6.548387097
2977,FL,M,934.0,273.0,353.0,,392.0,12.22222222
2978,CA,,1143.0,310.0,374.0,356.0,376.0,6.266666667
2979,IL,,927.0,,250.0,280.0,299.0,6.647058824
2980,IN,M,431.0,269.0,307.0,309.0,338.0,5.8
2981,FL,F,803.0,290.0,361.0,350.0,,5.666666667
2982,IL,F,753.0,333.0,393.0,371.0,425.0,12.57142857
2983,CA,M,1838.0,,465.0,536.0,493.0,5.142857143
2984,AZ,,619.0,187.0,215.0,197.0,242.0,14.1
2985,OR,M,864.0,,409.0,410.0,464.0,11.0
2986,IL,M,1279.0,410.0,456.0,403.0,466.0,
2987,AZ,F,613.0,183.0,236.0,226.0,271.0,7.15
2988,KY,F,870.0,481.0,,515.0,555.0,7.3
2989,CA,F,2171.0,495.0,508.0,492.0,519.0,10.81818182
2990,WI,M,668.0,351.0,386.0,352.0,376.0,13.25
2991,TX,F,813.0,465.0,485.0,489.0,511.0,
2992,CA,F,2618.0,621.0,657.0,664.0,,22.5
2993,GA,F,1034.0,511.0,534.0,558.0,574.0,
2994,MI,F,605.0,396.0,454.0,426.0,486.0,
2995,MO,,240.0,202.0,232.0,243.0,267.0,7.909090909
2996,OR,M,829.0,397.0,485.0,379.0,456.0,20.0
2997,CA,F,1189.0,278.0,310.0,325.0,343.0,13.5
2998,CA,F,2076.0,418.0,443.0,479.0,505.0,6.666666667
2999,CA,M,1679.0,503.0,519.0,,560.0,7.6
3000,NC,M,996.0,334.0,370.0,391.0,405.0,
3001,TX,M,1136.0,505.0,531.0,578.0,590.0,
3002,TX,M,2196.0,606.0,797.0,700.0,875.0,10.625
3003,TX,F,395.0,115.0,154.0,177.0,199.0,6.214285714
3004,NC,F,897.0,309.0,,366.0,417.0,14.5
3005,TN,F,753.0,370.0,383.0,412.0,437.0,19.22222222
3006,CO,F,494.0,140.0,161.0,175.0,245.0,25.0
3007,CA,M,1600.0,548.0,551.0,603.0,,17.0
3008,,F,273.0,,231.0,220.0,,10.07692308
3009,CA,F,1500.0,258.0,346.0,,414.0,10.44444444
3010,CA,F,1941.0,433.0,412.0,474.0,450.0,13.65217391
3011,,,615.0,311.0,348.0,,369.0,7.363636364
3012,IL,,917.0,462.0,480.0,434.0,474.0,5.285714286
3013,NM,M,1590.0,524.0,575.0,,682.0,10.21428571
3014,GA,M,554.0,275.0,345.0,324.0,444.0,20.0
3015,SC,,714.0,191.0,,256.0,333.0,5.0
3016,OR,M,690.0,374.0,392.0,412.0,420.0,10.125
3017,MO,M,566.0,352.0,378.0,363.0,380.0,
3018,NM,M,1208.0,497.0,603.0,574.0,670.0,13.0
3019,WI,,677.0,272.0,372.0,331.0,387.0,11.25
3020,AZ,M,1079.0,623.0,614.0,,648.0,27.0
3021,MI,F,354.0,207.0,234.0,266.0,295.0,6.111111111
3022,GA,F,1216.0,541.0,621.0,527.0,687.0,5.909090909
3023,NC,M,538.0,238.0,313.0,269.0,331.0,15.33333333
3024,GA,F,618.0,,363.0,375.0,,7.25
3025,KY,,184.0,129.0,152.0,192.0,221.0,
3026,NV,F,950.0,365.0,402.0,390.0,427.0,
3027,GA,F,650.0,267.0,304.0,322.0,355.0,6.5
3028,TX,M,550.0,,,365.0,,5.518518519
3029,,F,866.0,308.0,375.0,410.0,465.0,13.33333333
3030,CA,,2130.0,315.0,309.0,380.0,,5.705882353
3031,IL,F,978.0,301.0,434.0,355.0,467.0,5.0
3032,NC,M,487.0,273.0,308.0,275.0,,4.0
3033,MI,F,859.0,,499.0,,529.0,10.33333333
3034,NM,F,359.0,164.0,186.0,223.0,242.0,8.222222222
3035,CA,F,2298.0,374.0,514.0,,,98.78571429
3036,,M,1088.0,278.0,308.0,335.0,380.0,10.83333333
3037,LA,M,646.0,228.0,237.0,299.0,291.0,3.190476191
3038,MI,F,740.0,401.0,450.0,446.0,491.0,5.764705882
3039,IN,M,1781.0,762.0,776.0,835.0,853.0,15.0
3040,NV,M,1003.0,258.0,322.0,318.0,386.0,7.038461539
3041,AZ,,988.0,310.0,327.0,372.0,,23.38888889
3042,MI,M,1478.0,576.0,605.0,575.0,606.0,15.125
3043,IL,F,687.0,405.0,410.0,431.0,452.0,
3044,OR,F,457.0,187.0,256.0,197.0,267.0,15.0
3045,CA,F,1884.0,,458.0,490.0,490.0,
3046,AR,F,516.0,272.0,337.0,303.0,344.0,5.578947368
3047,CA,F,1545.0,305.0,326.0,360.0,376.0,16.25
3048,CA,F,2880.0,511.0,539.0,566.0,,8.315789474
3049,FL,F,845.0,,351.0,,511.0,4.875
3050,TN,F,1239.0,534.0,571.0,624.0,653.0,15.84615385
3051,IL,F,753.0,387.0,432.0,417.0,452.0,25.0
3052,CA,F,2885.0,737.0,773.0,798.0,824.0,53.85714286
3053,CA,,1387.0,406.0,464.0,403.0,442.0,11.4
3054,IL,F,568.0,,279.0,282.0,353.0,3.444444444
3055,,F,917.0,391.0,463.0,,519.0,8.571428571
3056,TX,F,243.0,132.0,147.0,154.0,160.0,9.0625
3057,MO,,844.0,340.0,373.0,356.0,358.0,20.0
3058,IA,M,338.0,260.0,315.0,336.0,386.0,4.0
3059,IL,F,1118.0,510.0,563.0,562.0,607.0,14.38461539
3060,WI,M,640.0,376.0,404.0,384.0,411.0,14.0
3061,,F,770.0,103.0,239.0,161.0,278.0,8.352941177
3062,MS,F,557.0,190.0,302.0,,346.0,
3063,KS,F,477.0,219.0,221.0,274.0,,9.1
3064,MI,M,1089.0,541.0,580.0,581.0,,12.33333333
3065,TX,M,639.0,242.0,236.0,274.0,269.0,6.55
3066,CA,F,2215.0,195.0,260.0,263.0,,
3067,SC,F,664.0,219.0,283.0,286.0,334.0,12.4
3068,MI,F,690.0,304.0,,353.0,383.0,22.22222222
3069,MN,F,391.0,280.0,323.0,326.0,375.0,
3070,,F,732.0,,,400.0,462.0,7.285714286
3071,WA,M,976.0,479.0,,536.0,571.0,8.111111111
3072,CO,F,728.0,306.0,335.0,297.0,330.0,11.22222222
3073,TX,M,376.0,179.0,234.0,234.0,287.0,8.085
3074,IA,M,466.0,224.0,266.0,258.0,311.0,16.25
3075,FL,F,1657.0,264.0,360.0,388.0,491.0,4.1
3076,AZ,,785.0,390.0,487.0,465.0,530.0,
3077,,,927.0,388.0,464.0,391.0,431.0,30.0
3078,CA,M,2130.0,315.0,309.0,380.0,380.0,15.0
3079,NV,F,1446.0,509.0,520.0,544.0,556.0,14.8
3080,CO,F,493.0,,,264.0,324.0,13.3
3081,OR,,450.0,217.0,208.0,270.0,269.0,7.625
3082,AZ,F,778.0,280.0,298.0,290.0,313.0,6.428571429
3083,AZ,F,1250.0,218.0,459.0,328.0,441.0,8.65
3084,AL,M,425.0,264.0,245.0,311.0,320.0,12.33333333
3085,AZ,M,842.0,247.0,266.0,277.0,321.0,
3086,MI,F,1092.0,,587.0,620.0,631.0,8.333333333
3087,IN,M,625.0,319.0,362.0,362.0,411.0,8.5
3088,MO,F,643.0,257.0,272.0,296.0,321.0,23.33333333
3089,AZ,M,676.0,,409.0,380.0,433.0,6.75
3090,IN,F,1101.0,518.0,631.0,615.0,701.0,
3091,NV,F,706.0,,316.0,339.0,371.0,6.47826087
3092,AZ,F,1573.0,569.0,572.0,709.0,702.0,7.235294118
3093,CA,F,1745.0,386.0,,398.0,357.0,10.41463415
3094,FL,F,590.0,267.0,319.0,,322.0,15.0
3095,CA,M,996.0,,284.0,300.0,330.0,5.25
3096,FL,F,945.0,292.0,317.0,376.0,456.0,4.625
3097,IL,F,1757.0,472.0,488.0,560.0,588.0,8.388888889
3098,OR,F,598.0,276.0,333.0,322.0,374.0,7.25
3099,TN,F,667.0,,325.0,,370.0,9.090909091
3100,WI,F,673.0,358.0,383.0,381.0,,12.11111111
3101,CA,M,1443.0,280.0,272.0,329.0,328.0,10.4
3102,CA,,1778.0,411.0,480.0,439.0,,
3103,FL,F,661.0,211.0,236.0,247.0,251.0,7.214285714
3104,GA,F,436.0,279.0,302.0,351.0,383.0,7.052631579
3105,CA,M,2394.0,385.0,382.0,439.0,444.0,10.0
3106,IA,M,551.0,304.0,322.0,338.0,378.0,6.727272727
3107,NC,F,517.0,213.0,256.0,240.0,269.0,12.22222222
3108,,,2549.0,610.0,616.0,590.0,621.0,15.0
3109,AL,F,465.0,,313.0,312.0,336.0,4.5
3110,TX,F,435.0,314.0,357.0,,431.0,7.4
3111,,F,665.0,224.0,246.0,276.0,323.0,5.466666667
3112,AL,F,801.0,393.0,488.0,409.0,473.0,
3113,NC,M,628.0,322.0,,362.0,399.0,
3114,CA,F,818.0,156.0,155.0,195.0,192.0,7.642857143
3115,IN,M,561.0,363.0,376.0,386.0,422.0,12.5
3116,CA,F,653.0,194.0,,252.0,292.0,
3117,,,396.0,280.0,318.0,335.0,368.0,8.647058824
3118,OR,M,718.0,193.0,243.0,274.0,,13.42857143
3119,NE,F,259.0,265.0,,316.0,349.0,
3120,FL,F,397.0,138.0,168.0,216.0,245.0,13.0
3121,KS,M,332.0,218.0,278.0,269.0,330.0,11.4
3122,OR,M,932.0,,506.0,519.0,558.0,18.26666667
3123,FL,,2250.0,,319.0,333.0,415.0,7.142857143
3124,AL,F,1332.0,553.0,547.0,645.0,648.0,3.5
3125,TX,F,814.0,498.0,518.0,,550.0,8.5
3126,AL,F,550.0,752.0,0.0,601.0,,10.96296296
3127,TX,M,550.0,238.0,,255.0,255.0,25.0
3128,FL,,1227.0,249.0,336.0,346.0,457.0,
3129,WA,M,1006.0,427.0,411.0,464.0,458.0,14.0952381
3130,FL,M,1569.0,553.0,605.0,626.0,684.0,18.33333333
3131,MI,F,701.0,490.0,,521.0,587.0,15.0
3132,NV,F,614.0,196.0,272.0,227.0,256.0,8.038961039
3133,IL,F,940.0,285.0,339.0,333.0,406.0,7.857142857
3134,NM,F,2056.0,545.0,597.0,658.0,756.0,
3135,CA,M,800.0,303.0,249.0,298.0,288.0,12.10869565
3136,TX,,554.0,312.0,346.0,333.0,,4.578947368
3137,CA,F,2182.0,,561.0,559.0,569.0,6.590909091
3138,MI,F,929.0,437.0,446.0,465.0,481.0,12.875
3139,FL,F,2379.0,464.0,651.0,596.0,755.0,19.0
3140,FL,M,908.0,415.0,422.0,465.0,471.0,6.055555556
3141,TX,F,786.0,385.0,493.0,391.0,466.0,11.71428571
3142,IL,F,450.0,258.0,310.0,301.0,339.0,4.8
3143,CA,M,2223.0,413.0,331.0,492.0,415.0,5.666666667
3144,TN,M,553.0,219.0,249.0,275.0,319.0,10.0
3145,MN,M,331.0,248.0,291.0,276.0,326.0,5.470588235
3146,CA,M,1089.0,296.0,324.0,328.0,352.0,22.88235294
3147,FL,F,737.0,357.0,382.0,395.0,441.0,8.428571429
3148,MO,M,486.0,237.0,261.0,274.0,301.0,11.82352941
3149,TX,F,376.0,180.0,214.0,244.0,281.0,3.5
3150,,M,1074.0,469.0,472.0,510.0,516.0,9.363636364
3151,AR,M,543.0,198.0,224.0,252.0,285.0,14.42857143
3152,GA,M,1276.0,523.0,516.0,,572.0,32.33333333
3153,NC,,451.0,183.0,226.0,236.0,274.0,18.33333333
3154,WI,M,860.0,,469.0,442.0,479.0,12.5
3155,,F,1349.0,481.0,593.0,521.0,628.0,5.3
3156,FL,F,917.0,250.0,286.0,,374.0,8.5
3157,KS,F,850.0,270.0,468.0,360.0,534.0,10.35714286
3158,OR,F,550.0,289.0,345.0,,363.0,16.5
3159,IL,F,1865.0,,609.0,644.0,669.0,13.25
3160,MN,F,403.0,199.0,260.0,253.0,301.0,7.571428571
3161,CA,M,2192.0,,410.0,,573.0,
3162,CA,M,2656.0,437.0,,488.0,,8.7
3163,,F,564.0,211.0,251.0,254.0,285.0,15.0
3164,TX,F,1182.0,269.0,374.0,361.0,482.0,17.5
3165,MI,F,646.0,377.0,399.0,408.0,439.0,4.666666667
3166,KS,,877.0,382.0,503.0,,,
3167,,,723.0,270.0,335.0,321.0,386.0,7.6
3168,CA,F,928.0,409.0,484.0,456.0,541.0,20.0
3169,AZ,M,1052.0,505.0,505.0,525.0,525.0,7.2
3170,OK,F,392.0,216.0,238.0,322.0,355.0,
3171,CA,F,2347.0,471.0,570.0,574.0,669.0,7.8
3172,WI,F,668.0,,271.0,241.0,330.0,3.285714286
3173,AZ,M,727.0,350.0,381.0,399.0,426.0,
3174,CA,M,1053.0,607.0,631.0,609.0,647.0,28.53846154
3175,GA,,2159.0,871.0,905.0,938.0,968.0,7.333333333
3176,TN,F,616.0,295.0,311.0,316.0,341.0,7.333333333
3177,CA,F,2421.0,552.0,,568.0,556.0,12.14634146
3178,,F,386.0,202.0,256.0,254.0,291.0,15.44444444
3179,FL,M,1289.0,394.0,476.0,521.0,610.0,
